timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-07T07:09:33,codecarbon,ab2eef0d-3958-43c5-8250-d27d5ca9f0f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3182675999705679,5.612891563713095e-07,1.7635761743363607e-06,22.5,8.047782142311059,11.9341835975647,1.985131874971557e-06,7.052783420006398e-07,1.0108041343058078e-06,3.701214351278005e-06,Denmark,DNK,capital region,,,Windows-10-10.0.22631-SP0,3.10.15,2.7.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce RTX 2060,12.4859,55.6534,31.82448959350586,machine,N,1.0
2024-11-07T07:10:23,codecarbon,333b55a9-e8a8-42f6-a8c7-745d1268dafb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.303704000019934,7.18917191873916e-07,2.367164053903567e-06,22.5,22.358755525761136,11.9341835975647,1.8951093752548327e-06,1.8772237240002184e-06,9.683012025841574e-07,4.740634301839209e-06,Denmark,DNK,capital region,,,Windows-10-10.0.22631-SP0,3.10.15,2.7.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce RTX 2060,12.4859,55.6534,31.82448959350586,machine,N,1.0
2024-11-07T14:04:45,codecarbon,0c931ab3-3753-42c5-a221-47f53d9e7d1c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.29311980004422367,4.7443270738119073e-07,1.6185624693712672e-06,22.5,5.029298785723447,11.934183597564699,1.8273400000907713e-06,3.972225400003873e-07,9.039089889638409e-07,3.1284715290549997e-06,Denmark,DNK,capital region,,,Windows-10-10.0.22631-SP0,3.10.15,2.7.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce RTX 2060,12.5892,55.6802,31.82448959350586,machine,N,1.0
